utc,epoch,average,maximum,minimum,standard_deviation,quartile1,quartile2,quartile3,anomaly_state
2016-10-15 19:08:20,1476558500,16.32736,16.35628,16.27530,0.02833,16.31579,16.31579,16.35628,0
2016-10-15 20:08:20,1476562100,16.33198,16.39676,16.27530,0.04129,16.31579,16.31579,16.35628,0
2016-10-15 21:08:20,1476565700,16.27530,16.31579,16.23482,0.02863,16.26518,16.27530,16.28543,0
2016-10-15 22:08:20,1476569300,16.21457,16.27530,16.15385,0.03876,16.19433,16.21457,16.23482,0
2016-10-15 23:08:20,1476572900,16.19433,16.23482,16.15385,0.02863,16.18421,16.19433,16.20445,0
2016-10-16 00:08:20,1476576500,16.11336,16.15385,16.07287,0.02561,16.11336,16.11336,16.11336,0
2016-10-16 01:08:20,1476580100,16.11336,16.11336,16.11336,0.00000,16.11336,16.11336,16.11336,0
2016-10-16 02:08:20,1476583700,16.02564,16.07287,15.99190,0.02238,16.02227,16.03239,16.03239,0
2016-10-16 03:08:20,1476587300,15.97841,16.03239,15.95142,0.03018,15.95142,15.97166,15.99190,0
2016-10-16 04:08:20,1476590900,16.02503,16.15385,15.91093,0.07489,15.97166,15.99190,16.09312,0
2016-10-16 05:08:20,1476594500,16.12146,16.15385,16.07287,0.03030,16.11336,16.11336,16.15385,0
2016-10-16 06:08:20,1476598100,16.19433,16.23482,16.15385,0.02863,16.18421,16.19433,16.20445,0
2016-10-16 07:08:20,1476601700,16.17409,16.23482,16.11336,0.04526,16.14372,16.17409,16.20445,0
2016-10-16 08:08:20,1476605300,16.20783,16.23482,16.19433,0.01909,16.19433,16.19433,16.21457,0
2016-10-16 09:08:20,1476608900,16.27530,16.31579,16.23482,0.02863,16.26518,16.27530,16.28543,0
2016-10-16 10:08:20,1476612500,16.21457,16.23482,16.19433,0.02024,16.20445,16.21457,16.22470,0
2016-10-16 11:08:20,1476616100,16.26721,16.31579,16.23482,0.03030,16.23482,16.27530,16.27530,0
2016-10-16 12:08:20,1476619700,16.22672,16.27530,16.19433,0.03030,16.19433,16.23482,16.23482,0
2016-10-16 13:08:20,1476623300,16.23850,16.31579,16.19433,0.03209,16.23482,16.23482,16.23482,0
2016-10-16 14:08:20,1476626900,16.24157,16.31579,16.15385,0.05440,16.20445,16.25506,16.27530,0
2016-10-16 15:08:20,1476630500,16.22267,16.27530,16.15385,0.03644,16.19433,16.23482,16.23482,0
2016-10-16 16:08:20,1476634100,16.29960,16.35628,16.23482,0.04129,16.27530,16.31579,16.31579,0
2016-10-16 17:08:20,1476637700,16.28205,16.31579,16.23482,0.02782,16.27530,16.27530,16.30567,0
2016-10-16 18:08:20,1476641300,16.33603,16.35628,16.31579,0.02024,16.31579,16.33603,16.35628,0
2016-10-16 19:08:20,1476644900,16.33198,16.39676,16.27530,0.04129,16.31579,16.31579,16.35628,0
2016-10-16 20:08:20,1476648500,16.29555,16.35628,16.23482,0.03876,16.27530,16.29555,16.31579,0
2016-10-16 21:08:20,1476652100,16.28880,16.31579,16.27530,0.01909,16.27530,16.27530,16.29555,0
2016-10-16 22:08:20,1476655700,16.23482,16.27530,16.19433,0.02561,16.23482,16.23482,16.23482,0
2016-10-16 23:08:20,1476659300,16.21053,16.27530,16.15385,0.04129,16.19433,16.19433,16.23482,0
2016-10-17 00:08:20,1476662900,16.15385,16.19433,16.11336,0.02863,16.14372,16.15385,16.16397,0
2016-10-17 01:08:20,1476666500,16.12146,16.15385,16.07287,0.03030,16.11336,16.11336,16.15385,0
2016-10-17 02:08:20,1476670100,16.06883,16.11336,16.03239,0.02180,16.07287,16.07287,16.07287,0
2016-10-17 03:08:20,1476673700,16.03644,16.11336,15.99190,0.03819,16.00202,16.03239,16.06275,0
2016-10-17 04:08:20,1476677300,16.19433,16.23482,16.15385,0.02863,16.18421,16.19433,16.20445,0
2016-10-17 05:08:20,1476680900,16.21457,16.27530,16.15385,0.03876,16.19433,16.21457,16.23482,0
2016-10-17 06:08:20,1476684500,16.19433,16.23482,16.15385,0.03306,16.17409,16.19433,16.21457,0
2016-10-17 07:08:20,1476688100,16.25911,16.31579,16.19433,0.04129,16.23482,16.27530,16.27530,0
2016-10-17 08:08:20,1476691700,16.25506,16.27530,16.23482,0.02024,16.23482,16.25506,16.27530,0
2016-10-17 09:08:20,1476695300,16.32928,16.35628,16.31579,0.01909,16.31579,16.31579,16.33603,0
2016-10-17 10:08:20,1476698900,16.30769,16.35628,16.27530,0.03030,16.27530,16.31579,16.31579,0
2016-10-17 11:08:20,1476702500,16.35628,16.39676,16.31579,0.03306,16.33603,16.35628,16.37652,0
2016-10-17 12:08:20,1476706100,16.33603,16.39676,16.27530,0.04526,16.30567,16.33603,16.36640,0
2016-10-17 14:08:20,1476713300,16.30229,16.31579,16.27530,0.01909,16.27530,16.31579,16.31579,0
2016-10-17 15:08:20,1476716900,16.28205,16.35628,16.23482,0.04321,16.24494,16.27530,16.30567,0
2016-10-17 16:08:20,1476720500,16.35628,16.39676,16.31579,0.02561,16.35628,16.35628,16.35628,0
2016-10-17 17:08:20,1476724100,16.34953,16.43725,16.27530,0.05440,16.31579,16.33603,16.38664,0
2016-10-17 18:08:20,1476727700,16.36784,16.39676,16.31579,0.02833,16.35628,16.35628,16.39676,0
2016-10-17 19:08:20,1476731300,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2016-10-17 20:08:20,1476734900,16.35628,16.39676,16.31579,0.02561,16.35628,16.35628,16.35628,0
2016-10-17 21:08:20,1476738500,16.33198,16.39676,16.27530,0.04129,16.31579,16.31579,16.35628,0
2016-10-17 22:08:20,1476742100,16.29555,16.35628,16.23482,0.03876,16.27530,16.29555,16.31579,0
2016-10-17 23:08:20,1476745700,16.21457,16.27530,16.15385,0.04526,16.18421,16.21457,16.24494,0
2016-10-18 00:08:20,1476749300,16.22672,16.27530,16.19433,0.03030,16.19433,16.23482,16.23482,0
2016-10-18 01:08:20,1476752900,16.14035,16.19433,16.11336,0.03018,16.11336,16.13360,16.15385,0
2016-10-18 03:08:20,1476760100,16.03239,16.07287,15.99190,0.03306,16.01215,16.03239,16.05263,0
2016-10-18 16:08:20,1476806900,16.32254,16.35628,16.27530,0.02782,16.31579,16.31579,16.34615,0
2016-10-18 17:08:20,1476810500,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2016-10-18 18:08:20,1476814100,16.36302,16.39676,16.31579,0.02782,16.35628,16.35628,16.38664,0
2016-10-18 19:08:20,1476817700,16.41700,16.43725,16.39676,0.02024,16.40688,16.41700,16.42713,0
2016-10-18 20:08:20,1476821300,16.37247,16.43725,16.31579,0.04129,16.35628,16.35628,16.39676,0
2016-10-18 21:08:20,1476824900,16.31001,16.39676,16.23482,0.05042,16.27530,16.31579,16.33603,0
2016-10-18 22:08:20,1476828500,16.27530,16.31579,16.23482,0.02863,16.26518,16.27530,16.28543,0
2016-10-18 23:08:20,1476832100,16.19433,16.23482,16.15385,0.02863,16.18421,16.19433,16.20445,0
2016-10-19 00:08:20,1476835700,16.15385,16.15385,16.15385,0.00000,16.15385,16.15385,16.15385,0
2016-10-19 03:08:20,1476846500,16.01619,16.07287,15.95142,0.04129,15.99190,16.03239,16.03239,0
2016-10-19 04:08:20,1476850100,16.02503,16.07287,15.99190,0.02898,15.99190,16.03239,16.03239,0
2016-10-19 05:08:20,1476853700,16.15385,16.19433,16.11336,0.02863,16.14372,16.15385,16.16397,0
2016-10-19 06:08:20,1476857300,16.18855,16.27530,16.11336,0.05042,16.15385,16.19433,16.21457,0
2016-10-19 07:08:20,1476860900,16.21457,16.23482,16.19433,0.02024,16.19433,16.21457,16.23482,0
2016-10-19 08:08:20,1476864500,16.24157,16.31579,16.15385,0.05440,16.20445,16.25506,16.27530,0
2016-10-19 09:08:20,1476868100,16.23482,16.27530,16.19433,0.02561,16.23482,16.23482,16.23482,0
2016-10-19 10:08:20,1476871700,16.31579,16.35628,16.27530,0.02863,16.30567,16.31579,16.32591,0
2016-10-19 11:08:20,1476875300,16.28205,16.31579,16.23482,0.02782,16.27530,16.27530,16.30567,0
2016-10-19 12:08:20,1476878900,16.34278,16.35628,16.31579,0.01909,16.33603,16.35628,16.35628,0
2016-10-19 13:08:20,1476882500,16.32254,16.39676,16.27530,0.04321,16.28543,16.31579,16.34615,0
2016-10-19 14:08:20,1476886100,16.32029,16.35628,16.23482,0.04024,16.31579,16.31579,16.35628,0
2016-10-19 15:08:20,1476889700,16.38462,16.43725,16.27530,0.05137,16.36640,16.39676,16.42713,0
2016-10-19 16:08:20,1476893300,16.36302,16.39676,16.31579,0.02782,16.35628,16.35628,16.38664,0
2016-10-19 17:08:20,1476896900,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2016-10-19 18:08:20,1476900500,16.39001,16.47773,16.31579,0.05440,16.35628,16.37652,16.42713,0
2016-10-19 19:08:20,1476904100,16.40486,16.43725,16.35628,0.03030,16.39676,16.39676,16.43725,0
2016-10-19 20:08:20,1476907700,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2016-10-19 21:08:20,1476911300,16.31579,16.35628,16.27530,0.02561,16.31579,16.31579,16.31579,0
2016-10-19 22:08:20,1476914900,16.29150,16.35628,16.23482,0.04129,16.27530,16.27530,16.31579,0
2016-10-19 23:08:20,1476918500,16.22672,16.27530,16.19433,0.03030,16.19433,16.23482,16.23482,0
2016-10-20 00:08:20,1476922100,16.17409,16.23482,16.11336,0.03876,16.15385,16.17409,16.19433,0
2016-10-20 01:08:20,1476925700,16.07287,16.07287,16.07287,0.00000,16.07287,16.07287,16.07287,0
2016-10-20 02:08:20,1476929300,15.96356,15.99190,15.95142,0.01855,15.95142,15.95142,15.98178,0
2016-10-20 03:08:20,1476932900,16.01215,16.03239,15.99190,0.02024,16.00202,16.01215,16.02227,0
2016-10-20 04:08:20,1476936500,16.05730,16.19433,15.99190,0.06055,16.03239,16.03239,16.07287,0
2016-10-20 05:08:20,1476940100,16.17004,16.19433,16.15385,0.01983,16.15385,16.15385,16.19433,0
2016-10-20 06:08:20,1476943700,16.22325,16.31579,16.11336,0.06745,16.17409,16.23482,16.27530,0
2016-10-20 07:08:20,1476947300,16.23482,16.27530,16.19433,0.02561,16.23482,16.23482,16.23482,0
2016-10-20 08:08:20,1476950900,16.31579,16.35628,16.27530,0.02863,16.30567,16.31579,16.32591,0
2016-10-20 09:08:20,1476954500,16.29265,16.35628,16.23482,0.03658,16.27530,16.27530,16.31579,0
2016-10-20 10:08:20,1476958100,16.35628,16.39676,16.31579,0.03306,16.33603,16.35628,16.37652,0
2016-10-20 11:08:20,1476961700,16.33603,16.39676,16.27530,0.04526,16.30567,16.33603,16.36640,0
2016-10-20 12:08:20,1476965300,16.33603,16.35628,16.31579,0.02024,16.32591,16.33603,16.34615,0
2016-10-20 13:08:20,1476968900,16.37652,16.43725,16.35628,0.02613,16.35628,16.35628,16.39676,0
2016-10-20 14:08:20,1476972500,16.32591,16.35628,16.27530,0.03357,16.30567,16.33603,16.35628,0
2016-10-20 15:08:20,1476976100,16.37652,16.43725,16.31579,0.03264,16.35628,16.37652,16.39676,0
2016-10-20 16:08:20,1476979700,16.37652,16.43725,16.31579,0.04526,16.34615,16.37652,16.40688,0
2016-10-20 17:08:20,1476983300,16.35628,16.39676,16.31579,0.03306,16.33603,16.35628,16.37652,0
2016-10-20 18:08:20,1476986900,16.42105,16.47773,16.35628,0.04129,16.39676,16.43725,16.43725,0
2016-10-20 19:08:20,1476990500,16.43725,16.47773,16.39676,0.02863,16.42713,16.43725,16.44737,0
2016-10-20 20:08:20,1476994100,16.43725,16.47773,16.39676,0.03306,16.41700,16.43725,16.45749,0
2016-10-20 21:08:20,1476997700,16.37247,16.43725,16.31579,0.04129,16.35628,16.35628,16.39676,0
2016-10-20 22:08:20,1477001300,16.33603,16.39676,16.27530,0.03876,16.31579,16.33603,16.35628,0
2016-10-20 23:08:20,1477004900,16.31579,16.35628,16.27530,0.02863,16.30567,16.31579,16.32591,0
2016-10-21 00:08:20,1477008500,16.24291,16.27530,16.19433,0.03030,16.23482,16.23482,16.27530,0
2016-10-21 01:08:20,1477012100,16.23482,16.23482,16.23482,0.00000,16.23482,16.23482,16.23482,0
2016-10-21 02:08:20,1477015700,16.07287,16.11336,16.03239,0.02750,16.07287,16.07287,16.07287,0
2016-10-21 03:08:20,1477019300,16.08637,16.11336,16.07287,0.01909,16.07287,16.07287,16.09312,0
2016-10-21 04:08:20,1477022900,16.16059,16.23482,16.07287,0.05440,16.12348,16.17409,16.19433,0
2016-10-21 05:08:20,1477026500,16.17409,16.19433,16.15385,0.02024,16.16397,16.17409,16.18421,0
2016-10-21 06:08:20,1477030100,16.27530,16.31579,16.23482,0.02863,16.26518,16.27530,16.28543,0
2016-10-21 07:08:20,1477033700,16.29555,16.35628,16.23482,0.04526,16.26518,16.29555,16.32591,0
2016-10-21 08:08:20,1477037300,16.33198,16.35628,16.31579,0.01983,16.31579,16.31579,16.35628,0
2016-10-21 09:08:20,1477040900,16.36302,16.43725,16.27530,0.05440,16.32591,16.37652,16.39676,0
2016-10-21 10:08:20,1477044500,16.35628,16.39676,16.31579,0.02863,16.34615,16.35628,16.36640,0
2016-10-21 11:08:20,1477048100,16.42105,16.47773,16.35628,0.04129,16.39676,16.43725,16.43725,0
2016-10-21 12:08:20,1477051700,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2016-10-21 13:08:20,1477055300,16.40891,16.47773,16.35628,0.03162,16.39676,16.39676,16.42713,0
2016-10-21 14:08:20,1477058900,16.39001,16.47773,16.31579,0.05440,16.35628,16.37652,16.42713,0
2016-10-21 15:08:20,1477062500,16.38664,16.43725,16.31579,0.03920,16.35628,16.39676,16.40688,0
2016-10-21 16:08:20,1477066100,16.41700,16.47773,16.35628,0.03876,16.39676,16.41700,16.43725,0
2016-10-21 17:08:20,1477069700,16.35628,16.39676,16.31579,0.02561,16.35628,16.35628,16.35628,0
2016-10-21 18:08:20,1477073300,16.41700,16.43725,16.39676,0.02024,16.39676,16.41700,16.43725,0
2016-10-21 19:08:20,1477076900,16.41296,16.47773,16.35628,0.04129,16.39676,16.39676,16.43725,0
2016-10-21 20:08:20,1477080500,16.37652,16.43725,16.31579,0.03876,16.35628,16.37652,16.39676,0
2016-10-21 21:08:20,1477084100,16.36977,16.39676,16.35628,0.01909,16.35628,16.35628,16.37652,0
2016-10-21 22:08:20,1477087700,16.28205,16.31579,16.23482,0.02782,16.27530,16.27530,16.30567,0
2016-10-21 23:08:20,1477091300,16.27530,16.31579,16.23482,0.03306,16.25506,16.27530,16.29555,0
2016-10-22 00:08:20,1477094900,16.24291,16.27530,16.19433,0.03030,16.23482,16.23482,16.27530,0
2016-10-22 01:08:20,1477098500,16.19433,16.23482,16.15385,0.03306,16.17409,16.19433,16.21457,0
2016-10-22 02:08:20,1477102100,16.13650,16.19433,16.11336,0.02949,16.11336,16.11336,16.15385,0
2016-10-22 03:08:20,1477105700,16.13912,16.23482,16.07287,0.04656,16.11336,16.15385,16.15385,0
2016-10-22 04:08:20,1477109300,16.35628,16.39676,16.31579,0.02863,16.34615,16.35628,16.36640,0
2016-10-22 05:08:20,1477112900,16.33314,16.39676,16.27530,0.03658,16.31579,16.31579,16.35628,0
2016-10-22 06:08:20,1477116500,16.39676,16.43725,16.35628,0.03306,16.37652,16.39676,16.41700,0
2016-10-22 07:08:20,1477120100,16.35628,16.43725,16.27530,0.05301,16.31579,16.35628,16.39676,0
2016-10-22 08:08:20,1477123700,16.35628,16.39676,16.31579,0.02561,16.35628,16.35628,16.35628,0
2016-10-22 09:08:20,1477127300,16.42915,16.47773,16.39676,0.03030,16.39676,16.43725,16.43725,0
2016-10-22 10:08:20,1477130900,16.37247,16.43725,16.31579,0.04129,16.35628,16.35628,16.39676,0
2016-10-22 11:08:20,1477134500,16.43725,16.47773,16.39676,0.02863,16.42713,16.43725,16.44737,0
2016-10-22 12:08:20,1477138100,16.41296,16.47773,16.35628,0.04129,16.39676,16.39676,16.43725,0
2016-10-22 13:08:20,1477141700,16.43725,16.43725,16.43725,0.00000,16.43725,16.43725,16.43725,0
2016-10-22 14:08:20,1477145300,16.34523,16.39676,16.31579,0.02496,16.31579,16.35628,16.35628,0
2016-10-22 15:08:20,1477148900,16.29150,16.35628,16.23482,0.04129,16.27530,16.27530,16.31579,0
2016-10-22 16:08:20,1477152500,16.37652,16.43725,16.31579,0.03876,16.35628,16.37652,16.39676,0
2016-10-22 17:08:20,1477156100,16.33198,16.39676,16.27530,0.04129,16.31579,16.31579,16.35628,0
2016-10-22 18:08:20,1477159700,16.33603,16.35628,16.31579,0.02024,16.32591,16.33603,16.34615,0
2016-10-22 19:08:20,1477163300,16.36977,16.39676,16.35628,0.01909,16.35628,16.35628,16.37652,0
2016-10-22 20:08:20,1477166900,16.30229,16.31579,16.27530,0.01909,16.29555,16.31579,16.31579,0
2016-10-22 21:08:20,1477170500,16.34008,16.39676,16.27530,0.04129,16.31579,16.35628,16.35628,0
2016-10-22 22:08:20,1477174100,16.28340,16.31579,16.23482,0.03030,16.27530,16.27530,16.31579,0
2016-10-22 23:08:20,1477177700,16.25506,16.27530,16.23482,0.02024,16.23482,16.25506,16.27530,0
2016-10-23 00:08:20,1477181300,16.23482,16.27530,16.19433,0.02863,16.22470,16.23482,16.24494,0
2016-10-23 01:08:20,1477184900,16.17409,16.23482,16.15385,0.02863,16.15385,16.15385,16.19433,0
2016-10-23 02:08:20,1477188500,16.20783,16.23482,16.19433,0.01909,16.19433,16.19433,16.21457,0
2016-10-23 03:08:20,1477192100,16.20301,16.35628,16.11336,0.07042,16.15385,16.19433,16.23482,0
2016-10-23 04:08:20,1477195700,16.35628,16.39676,16.31579,0.02863,16.34615,16.35628,16.36640,0
2016-10-23 05:08:20,1477199300,16.35628,16.43725,16.27530,0.05301,16.31579,16.35628,16.39676,0
2016-10-23 06:08:20,1477202900,16.32254,16.35628,16.27530,0.02782,16.31579,16.31579,16.34615,0
2016-10-23 07:08:20,1477206500,16.38866,16.43725,16.35628,0.03030,16.35628,16.39676,16.39676,0
2016-10-23 08:08:20,1477210100,16.35628,16.39676,16.31579,0.03306,16.33603,16.35628,16.37652,0
2016-10-23 09:08:20,1477213700,16.39676,16.43725,16.35628,0.03306,16.37652,16.39676,16.41700,0
2016-10-23 10:08:20,1477217300,16.35628,16.43725,16.27530,0.05301,16.31579,16.35628,16.39676,0
2016-10-23 11:08:20,1477220900,16.31579,16.35628,16.27530,0.03306,16.29555,16.31579,16.33603,0
2016-10-23 12:08:20,1477224500,16.34818,16.39676,16.31579,0.03030,16.31579,16.35628,16.35628,0
2016-10-23 13:08:20,1477228100,16.28205,16.31579,16.23482,0.02782,16.27530,16.27530,16.30567,0
2016-10-23 14:08:20,1477231700,16.30904,16.35628,16.27530,0.02238,16.30567,16.31579,16.31579,0
2016-10-23 15:08:20,1477235300,16.32736,16.43725,16.23482,0.06745,16.27530,16.31579,16.37652,0
2016-10-23 16:08:20,1477238900,16.36977,16.43725,16.27530,0.06035,16.32591,16.37652,16.42713,0
2016-10-23 17:08:20,1477242500,16.35628,16.39676,16.31579,0.03306,16.33603,16.35628,16.37652,0
2016-10-23 18:08:20,1477246100,16.35628,16.39676,16.31579,0.02561,16.35628,16.35628,16.35628,0
2016-10-23 19:08:20,1477249700,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2016-10-23 20:08:20,1477253300,16.36437,16.39676,16.31579,0.03030,16.35628,16.35628,16.39676,0
2016-10-23 21:08:20,1477256900,16.31579,16.35628,16.27530,0.03306,16.29555,16.31579,16.33603,0
2016-10-23 22:08:20,1477260500,16.29555,16.35628,16.23482,0.03876,16.27530,16.29555,16.31579,0
2016-10-23 23:08:20,1477264100,16.19433,16.23482,16.15385,0.02863,16.18421,16.19433,16.20445,0
2016-10-24 00:08:20,1477267700,16.23482,16.27530,16.19433,0.02863,16.22470,16.23482,16.24494,0
2016-10-24 01:08:20,1477271300,16.18421,16.23482,16.15385,0.03357,16.15385,16.17409,16.20445,0
2016-10-24 03:08:20,1477278500,16.10324,16.15385,16.07287,0.03357,16.07287,16.09312,16.12348,0
2016-10-24 04:08:20,1477282100,16.16194,16.19433,16.11336,0.03030,16.15385,16.15385,16.19433,0
2016-10-24 05:08:20,1477285700,16.28880,16.31579,16.23482,0.03018,16.27530,16.29555,16.31579,0
2016-10-24 06:08:20,1477289300,16.29150,16.35628,16.23482,0.04129,16.27530,16.27530,16.31579,0
2016-10-24 07:08:20,1477292900,16.35628,16.39676,16.31579,0.02863,16.34615,16.35628,16.36640,0
2016-10-24 08:08:20,1477296500,16.34953,16.43725,16.27530,0.05440,16.31579,16.33603,16.38664,0
2016-10-24 09:08:20,1477300100,16.33603,16.39676,16.27530,0.04526,16.30567,16.33603,16.36640,0
2016-10-24 10:08:20,1477303700,16.38057,16.43725,16.31579,0.04129,16.35628,16.39676,16.39676,0
2016-10-24 11:08:20,1477307300,16.35628,16.39676,16.31579,0.02561,16.35628,16.35628,16.35628,0
2016-10-24 12:08:20,1477310900,16.37652,16.43725,16.31579,0.03876,16.35628,16.37652,16.39676,0
2016-10-24 13:08:20,1477314500,16.33198,16.39676,16.27530,0.04129,16.31579,16.31579,16.35628,0
2016-10-24 14:08:20,1477318100,16.38462,16.43725,16.31579,0.03162,16.36640,16.39676,16.39676,0
2016-10-24 15:08:20,1477321700,16.43725,16.47773,16.35628,0.04328,16.41700,16.43725,16.47773,0
2016-10-24 16:08:20,1477325300,16.36302,16.39676,16.31579,0.02782,16.35628,16.35628,16.38664,0
2016-10-24 17:08:20,1477328900,16.41026,16.43725,16.39676,0.01909,16.39676,16.39676,16.41700,0
2016-10-24 18:08:20,1477332500,16.39676,16.43725,16.35628,0.03306,16.37652,16.39676,16.41700,0
2016-10-24 19:08:20,1477336100,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2016-10-24 20:08:20,1477339700,16.42915,16.47773,16.39676,0.03030,16.39676,16.43725,16.43725,0
2016-10-24 21:08:20,1477343300,16.33603,16.39676,16.27530,0.03876,16.31579,16.33603,16.35628,0
2016-10-24 22:08:20,1477346900,16.34008,16.39676,16.27530,0.04129,16.31579,16.35628,16.35628,0
2016-10-24 23:08:20,1477350500,16.29555,16.35628,16.23482,0.03876,16.27530,16.29555,16.31579,0
2016-10-25 00:08:20,1477354100,16.26721,16.31579,16.23482,0.03030,16.23482,16.27530,16.27530,0
2016-10-25 01:08:20,1477357700,16.22132,16.23482,16.19433,0.01909,16.21457,16.23482,16.23482,0
2016-10-25 02:08:20,1477361300,16.13728,16.15385,16.11336,0.01991,16.11336,16.15385,16.15385,0
2016-10-25 03:08:20,1477364900,16.19433,16.23482,16.15385,0.02863,16.18421,16.19433,16.20445,0
2016-10-25 04:08:20,1477368500,16.19433,16.27530,16.15385,0.04328,16.15385,16.19433,16.21457,0
2016-10-25 05:08:20,1477372100,16.29555,16.31579,16.27530,0.02024,16.27530,16.29555,16.31579,0
2016-10-25 06:08:20,1477375700,16.32254,16.39676,16.23482,0.05440,16.28543,16.33603,16.35628,0
2016-10-25 07:08:20,1477379300,16.35628,16.39676,16.31579,0.03306,16.33603,16.35628,16.37652,0
2016-10-25 08:08:20,1477382900,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2016-10-25 09:08:20,1477386500,16.37363,16.43725,16.31579,0.03658,16.35628,16.35628,16.39676,0
2016-10-25 10:08:20,1477390100,16.45749,16.47773,16.43725,0.02024,16.43725,16.45749,16.47773,0
2016-10-25 11:08:20,1477393700,16.45749,16.51822,16.39676,0.04526,16.42713,16.45749,16.48785,0
2016-10-25 12:08:20,1477397300,16.44534,16.47773,16.39676,0.03030,16.43725,16.43725,16.47773,0
2016-10-25 13:08:20,1477400900,16.47323,16.51822,16.43725,0.02294,16.47773,16.47773,16.47773,0
2016-10-25 14:08:20,1477404500,16.43725,16.47773,16.39676,0.02561,16.43725,16.43725,16.43725,0
2016-10-25 15:08:20,1477408100,16.53171,16.55870,16.47773,0.02699,16.51822,16.51822,16.55870,0
2016-10-25 16:08:20,1477411700,16.45344,16.51822,16.39676,0.04129,16.43725,16.43725,16.47773,0
2016-10-25 17:08:20,1477415300,16.45749,16.47773,16.43725,0.02024,16.44737,16.45749,16.46761,0
2016-10-25 18:08:20,1477418900,16.46154,16.51822,16.39676,0.04129,16.43725,16.47773,16.47773,0
2016-10-25 19:08:20,1477422500,16.42375,16.43725,16.39676,0.01909,16.41700,16.43725,16.43725,0
2016-10-25 20:08:20,1477426100,16.47773,16.51822,16.43725,0.02863,16.46761,16.47773,16.48785,0
2016-10-25 21:08:20,1477429700,16.40351,16.43725,16.35628,0.02782,16.39676,16.39676,16.42713,0
2016-10-25 22:08:20,1477433300,16.35628,16.39676,16.31579,0.03306,16.33603,16.35628,16.37652,0
2016-10-25 23:08:20,1477436900,16.34008,16.39676,16.27530,0.04129,16.31579,16.35628,16.35628,0
2016-10-26 00:08:20,1477440500,16.27530,16.31579,16.23482,0.02863,16.26518,16.27530,16.28543,0
2016-10-26 02:08:20,1477447700,16.18983,16.23482,16.15385,0.02294,16.19433,16.19433,16.19433,0
2016-10-26 03:08:20,1477451300,16.14575,16.19433,16.11336,0.03030,16.11336,16.15385,16.15385,0
2016-10-26 04:08:20,1477454900,16.18084,16.27530,16.11336,0.06035,16.12348,16.17409,16.22470,0
2016-10-26 05:08:20,1477458500,16.24157,16.27530,16.19433,0.02782,16.23482,16.23482,16.26518,0
2016-10-26 06:08:20,1477462100,16.27530,16.31579,16.23482,0.03306,16.25506,16.27530,16.29555,0
2016-10-26 07:08:20,1477465700,16.27530,16.31579,16.23482,0.02863,16.26518,16.27530,16.28543,0
2016-10-26 08:08:20,1477469300,16.31579,16.35628,16.27530,0.02863,16.30567,16.31579,16.32591,0
2016-10-26 09:08:20,1477472900,16.30904,16.39676,16.23482,0.05440,16.27530,16.29555,16.34615,0
2016-10-26 10:08:20,1477476500,16.32389,16.35628,16.27530,0.03030,16.31579,16.31579,16.35628,0
2016-10-26 11:08:20,1477480100,16.35628,16.39676,16.31579,0.03306,16.33603,16.35628,16.37652,0
2016-10-26 12:08:20,1477483700,16.34278,16.35628,16.31579,0.01909,16.33603,16.35628,16.35628,0
2016-10-26 13:08:20,1477487300,16.42105,16.43725,16.39676,0.01983,16.39676,16.43725,16.43725,0
2016-10-26 14:08:20,1477490900,16.43725,16.51822,16.35628,0.05726,16.39676,16.43725,16.47773,0
2016-10-26 15:08:20,1477494500,16.46255,16.51822,16.35628,0.05703,16.42713,16.47773,16.51822,0
2016-10-26 16:08:20,1477498100,16.46154,16.51822,16.39676,0.04129,16.43725,16.47773,16.47773,0
2016-10-26 17:08:20,1477501700,16.43725,16.47773,16.39676,0.02561,16.43725,16.43725,16.43725,0
2016-10-26 18:08:20,1477505300,16.47773,16.51822,16.43725,0.02863,16.46761,16.47773,16.48785,0
2016-10-26 19:08:20,1477508900,16.45749,16.51822,16.39676,0.03876,16.43725,16.45749,16.47773,0
2016-10-26 20:08:20,1477512500,16.42915,16.47773,16.39676,0.03030,16.39676,16.43725,16.43725,0
2016-10-26 21:08:20,1477516100,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2016-10-26 22:08:20,1477519700,16.31579,16.35628,16.27530,0.02863,16.30567,16.31579,16.32591,0
2016-10-26 23:08:20,1477523300,16.35628,16.39676,16.31579,0.02863,16.34615,16.35628,16.36640,0
2016-10-27 00:08:20,1477526900,16.27530,16.31579,16.23482,0.02863,16.26518,16.27530,16.28543,0
2016-10-27 01:08:20,1477530500,16.25506,16.27530,16.23482,0.02024,16.24494,16.25506,16.26518,0
